Sep 12 12:32:59 <host> bash[189239]: ServerArgs(model_path='/home/user/models/qwen/Qwen3.8-Flash-Next-NVFP4', tp_info=DistributedInfo(rank=0, size=1), dtype=torch.bfloat16, max_running_req=1, attention_backend='qsa_sparse', moe_strategy='offload', quant_backend='moe.nvfp4=triton', ple_backend='disk', expert_load='auto', moe_cache_size=0, moe_cache_rate=None, moe_cache_auto=True, kv_reserve_tokens=131072, moe_cache_policy='lru', moe_prefill_overlap=True, moe_prefill_hit_d2d=False, moe_collect_stats=False, moe_cpu_threads=0, moe_cpu_layers=None, moe_hybrid_max_fetch=-1, cuda_graph_bs=None, cuda_graph_max_bs=1, page_size=1, memory_ratio=0.92, linear_state_cache_ratio=2.0, swa_full_tokens_ratio=0.2, swa_num_pages_override=None, distributed_timeout=60.0, use_dummy_weight=False, use_pynccl=True, max_seq_len_override=131072, num_page_override=None, num_token_override=131072, max_extend_tokens=8192, cache_type='radix', offline_mode=False, decode_log_interval=40, special_token_ckpt=False, _unique_suffix='.pid=189239', server_host='0.0.0.0', server_port=8000, num_tokenizer=0, silent_output=False, shell_mode=False, served_model_name='Qwen3.8-Flash-Next-NVFP4', tool_call_parser='qwen3_coder', reasoning_parser='qwen3', sampling_defaults='model', max_output_tokens=None, enable_cache_report=False, cors_origins='tauri://localhost,http://tauri.localhost,http://localhost:1420', gpu=('0',), gpu_assigned=None)
Sep 12 12:32:59 <host> bash[189239]: [2026-09-12|12:32:59|initializer] INFO     --gpu 0 -> GPU-<redacted>
Sep 12 12:32:59 <host> bash[189239]: [2026-09-12|12:32:59|FrontendAPI] INFO     Default sampling config (source=model): temperature=1.0, top_k=20, top_p=0.95
Sep 12 12:32:59 <host> bash[189239]: INFO:     Started server process [189239]
Sep 12 12:32:59 <host> bash[189239]: INFO:     Waiting for application startup.
Sep 12 12:32:59 <host> bash[189239]: INFO:     Application startup complete.
Sep 12 12:32:59 <host> bash[189239]: INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
Sep 12 12:33:01 <host> bash[189302]: [2026-09-12|12:33:01|core|rank=0] WARNING  Page size is overridden to 64 for the qsa_sparse backend
Sep 12 12:33:01 <host> bash[189302]: [2026-09-12|12:33:01|core|rank=0] INFO     Resolved config: moe_strategy='offload', attention_backend='qsa_sparse', cache_type='hybrid_radix', page_size=64
Sep 12 12:33:01 <host> bash[189302]: [2026-09-12|12:33:01|core|rank=0] INFO     Free memory before loading model: 30.89 GiB
Sep 12 12:33:05 <host> bash[189302]: [755B blob data]
Sep 12 12:33:05 <host> bash[189302]: [2026-09-12|12:33:05|core|rank=0] INFO     PLE disk backend: io_uring, O_DIRECT, wait-sync
Sep 12 12:33:05 <host> bash[189302]: [2026-09-12|12:33:05|core|rank=0] INFO     MoE experts: nvfp4 via triton
Sep 12 12:33:05 <host> bash[189302]: [2026-09-12|12:33:05|core|rank=0] WARNING  expert banks: low free RAM -> serial build (avoids parallel-reader OOM; override with --expert-load parallel)
Sep 12 12:33:05 <host> bash[189302]: [2026-09-12|12:33:05|core|rank=0] INFO     expert banks: slow path (serial build)
Sep 12 12:41:30 <host> bash[189302]: [1K blob data]
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     --moe-cache-auto resolved moe_cache_size=5740 num_pages=2048 (prefill_overlap=True)
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     Allocating 131072 tokens for KV cache, K + V = 3.09 GiB
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     qsa_sparse block top-k: triton qsa_block_topk
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     Free memory after initialization: 2.34 GiB
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     Start capturing CUDA graphs with sizes: [1]
Sep 12 12:41:30 <host> bash[189302]: [2026-09-12|12:41:30|core|rank=0] INFO     Free GPU memory before capturing CUDA graphs: 2.34 GiB
Sep 12 12:41:32 <host> bash[189302]: [413B blob data]
Sep 12 12:41:32 <host> bash[189302]: [2026-09-12|12:41:32|core|rank=0] INFO     Free GPU memory after capturing CUDA graphs: 2.23 GiB
Sep 12 12:41:32 <host> bash[189302]: [2026-09-12|12:41:32|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:41:32 <host> bash[189239]: [2026-09-12|12:41:32|FrontendAPI] INFO     API server is ready to serve on 0.0.0.0:8000
Sep 12 12:43:39 <host> bash[189239]: INFO:     127.0.0.1:38038 - "HEAD /metrics HTTP/1.1" 404 Not Found
Sep 12 12:43:39 <host> bash[189239]: INFO:     127.0.0.1:38038 - "GET /metrics HTTP/1.1" 404 Not Found
Sep 12 12:43:41 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:42 <host> bash[189302]: [2026-09-12|12:43:42|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 15.79
Sep 12 12:43:43 <host> bash[189302]: [2026-09-12|12:43:43|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.31, #queue-req: 0
Sep 12 12:43:44 <host> bash[189302]: [2026-09-12|12:43:44|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 70.57, #queue-req: 0
Sep 12 12:43:44 <host> bash[189302]: [2026-09-12|12:43:44|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 56.27, #queue-req: 0
Sep 12 12:43:44 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:44 <host> bash[189302]: [2026-09-12|12:43:44|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:43:46 <host> bash[189302]: [2026-09-12|12:43:46|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 535.72
Sep 12 12:43:47 <host> bash[189302]: [2026-09-12|12:43:47|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.75, #queue-req: 0
Sep 12 12:43:47 <host> bash[189302]: [2026-09-12|12:43:47|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 57.54, #queue-req: 0
Sep 12 12:43:48 <host> bash[189302]: [2026-09-12|12:43:48|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 58.21, #queue-req: 0
Sep 12 12:43:48 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:48 <host> bash[189302]: [2026-09-12|12:43:48|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:43:50 <host> bash[189302]: [2026-09-12|12:43:50|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 552.47
Sep 12 12:43:50 <host> bash[189302]: [2026-09-12|12:43:50|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.87, #queue-req: 0
Sep 12 12:43:51 <host> bash[189302]: [2026-09-12|12:43:51|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 57.77, #queue-req: 0
Sep 12 12:43:51 <host> bash[189302]: [2026-09-12|12:43:51|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 74.62, #queue-req: 0
Sep 12 12:43:52 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:52 <host> bash[189302]: [2026-09-12|12:43:52|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:43:53 <host> bash[189302]: [2026-09-12|12:43:53|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2053, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 580.83
Sep 12 12:43:54 <host> bash[189302]: [2026-09-12|12:43:54|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 18.52, #queue-req: 0
Sep 12 12:43:54 <host> bash[189302]: [2026-09-12|12:43:54|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 68.05, #queue-req: 0
Sep 12 12:43:55 <host> bash[189302]: [2026-09-12|12:43:55|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 61.14, #queue-req: 0
Sep 12 12:43:55 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:55 <host> bash[189302]: [2026-09-12|12:43:55|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:43:57 <host> bash[189302]: [2026-09-12|12:43:57|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2053, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 572.45
Sep 12 12:43:57 <host> bash[189302]: [2026-09-12|12:43:57|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.61, #queue-req: 0
Sep 12 12:43:58 <host> bash[189302]: [2026-09-12|12:43:58|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 54.32, #queue-req: 0
Sep 12 12:43:59 <host> bash[189302]: [2026-09-12|12:43:59|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 61.36, #queue-req: 0
Sep 12 12:43:59 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:43:59 <host> bash[189302]: [2026-09-12|12:43:59|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:44:01 <host> bash[189302]: [2026-09-12|12:44:01|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2053, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 551.94
Sep 12 12:44:01 <host> bash[189302]: [2026-09-12|12:44:01|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 18.06, #queue-req: 0
Sep 12 12:44:01 <host> bash[189302]: [2026-09-12|12:44:01|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 61.02, #queue-req: 0
Sep 12 12:44:02 <host> bash[189302]: [2026-09-12|12:44:02|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 65.68, #queue-req: 0
Sep 12 12:44:03 <host> bash[189302]: [2026-09-12|12:44:03|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2240, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 70.03, #queue-req: 0
Sep 12 12:44:03 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:44:03 <host> bash[189302]: [2026-09-12|12:44:03|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:44:04 <host> bash[189302]: [2026-09-12|12:44:04|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 571.77
Sep 12 12:44:05 <host> bash[189302]: [2026-09-12|12:44:05|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.40, #queue-req: 0
Sep 12 12:44:05 <host> bash[189302]: [2026-09-12|12:44:05|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 67.49, #queue-req: 0
Sep 12 12:44:06 <host> bash[189302]: [2026-09-12|12:44:06|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 65.20, #queue-req: 0
Sep 12 12:44:06 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:44:06 <host> bash[189302]: [2026-09-12|12:44:06|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:44:08 <host> bash[189302]: [2026-09-12|12:44:08|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 570.39
Sep 12 12:44:08 <host> bash[189302]: [2026-09-12|12:44:08|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.67, #queue-req: 0
Sep 12 12:44:09 <host> bash[189302]: [2026-09-12|12:44:09|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 72.48, #queue-req: 0
Sep 12 12:44:09 <host> bash[189302]: [2026-09-12|12:44:09|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 79.24, #queue-req: 0
Sep 12 12:44:10 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:44:10 <host> bash[189302]: [2026-09-12|12:44:10|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:44:11 <host> bash[189302]: [2026-09-12|12:44:11|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 593.46
Sep 12 12:44:12 <host> bash[189302]: [2026-09-12|12:44:12|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.58, #queue-req: 0
Sep 12 12:44:12 <host> bash[189302]: [2026-09-12|12:44:12|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 76.54, #queue-req: 0
Sep 12 12:44:13 <host> bash[189302]: [2026-09-12|12:44:13|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 80.50, #queue-req: 0
Sep 12 12:44:13 <host> bash[189239]: INFO:     127.0.0.1:38042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:44:13 <host> bash[189302]: [2026-09-12|12:44:13|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:44:15 <host> bash[189302]: [2026-09-12|12:44:15|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 2052, #cached-token: 0, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 595.00
Sep 12 12:44:15 <host> bash[189302]: [2026-09-12|12:44:15|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 17.34, #queue-req: 0
Sep 12 12:44:16 <host> bash[189302]: [2026-09-12|12:44:16|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2112, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 76.98, #queue-req: 0
Sep 12 12:44:16 <host> bash[189302]: [2026-09-12|12:44:16|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 2176, token usage: 0.02, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 62.84, #queue-req: 0
Sep 12 12:44:17 <host> bash[189302]: [2026-09-12|12:44:17|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:45:22 <host> bash[189239]: INFO:     127.0.0.1:35524 - "HEAD /metrics HTTP/1.1" 404 Not Found
Sep 12 12:45:22 <host> bash[189239]: INFO:     127.0.0.1:35524 - "GET /metrics HTTP/1.1" 404 Not Found
Sep 12 12:45:23 <host> bash[189239]: INFO:     127.0.0.1:35534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:45:28 <host> bash[189302]: [2026-09-12|12:45:28|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 111.26
Sep 12 12:45:30 <host> bash[189302]: [2026-09-12|12:45:30|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.15, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 5054.33
Sep 12 12:45:30 <host> bash[189302]: [2026-09-12|12:45:30|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 3669, #cached-token: 0, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 65346.33
Sep 12 12:45:30 <host> bash[189302]: [2026-09-12|12:45:30|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20096, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.54, #queue-req: 0
Sep 12 12:45:31 <host> bash[189302]: [2026-09-12|12:45:31|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20160, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 66.61, #queue-req: 0
Sep 12 12:45:31 <host> bash[189302]: [2026-09-12|12:45:31|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20160, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 69.83, #queue-req: 0
Sep 12 12:45:32 <host> bash[189239]: INFO:     127.0.0.1:35534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:45:32 <host> bash[189302]: [2026-09-12|12:45:32|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:45:37 <host> bash[189302]: [2026-09-12|12:45:37|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1194.72
Sep 12 12:45:39 <host> bash[189302]: [2026-09-12|12:45:39|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.15, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 5079.38
Sep 12 12:45:39 <host> bash[189302]: [2026-09-12|12:45:39|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 3668, #cached-token: 0, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 79028.89
Sep 12 12:45:39 <host> bash[189302]: [2026-09-12|12:45:39|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20096, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 5.53, #queue-req: 0
Sep 12 12:45:39 <host> bash[189302]: [2026-09-12|12:45:39|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20096, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 67.11, #queue-req: 0
Sep 12 12:45:40 <host> bash[189302]: [2026-09-12|12:45:40|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20160, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 80.09, #queue-req: 0
Sep 12 12:45:40 <host> bash[189302]: [2026-09-12|12:45:40|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20224, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 65.54, #queue-req: 0
